comment_copy,final_sentiment
charger adaptor missing,negative
i like this and suggest any wqnts to buy it is right choice,positive
Speaker output is normal.,neutral
the camera quality is not as good as they presented this phone is not for clicking good pictures,negative
hi this is a good phone,positive
great product go for it camera quality is awesome loved it,positive
fantastic mobile phone,positive
Performance is satisfactory.,neutral
do not exchange your mobile i have purchased nord ce with in exchange of nokia 6 1 plus for rs 3250 at the time of delivery delivery boy rejected saying there is scratches on side panel it has dents,negative
Feels okay to hold.,neutral
waste money and bekar,negative
screen 120hz refresh rate is decent size 6 5 inches is enough good for daily schedule smoothness is decent in use battery battery is sufficient for 1 day continue use camera camera,positive
music player automatically slow down in the middle of the song playing please response this problem as per this model of mobile camera needs protection of back cover because without back cover camera not in a safe position when anybody uses this mobile and puting on,negative
Build quality is moderate.,neutral
"Just started using it, will update later.",neutral
"Just started using it, will update later.",neutral
amazing backup processor and camera quality in this price range,positive
light weight good to handle but when u ask about camera quality it's too worst at this pricefor ads sake mention as 50mp not even equal to 8 mp,negative
"Nothing special, just a regular phone.",neutral
mobile is hanging it's very bad dont take friends,negative
average phone having voice clarity issue during calls or on videos,negative
average good but not good for gaming or it have bad battery life it going so heat during 1 hour gaming,neutral
Performance is satisfactory.,neutral
if you want a good display and battery open the contents it will be fun to see outdoor or indoor super battery backup camera is good don't rush to buy game is good make sure it's not too low,positive
Feels okay to hold.,neutral
nice as per price,positive
the only screen laggin problem i am face in this phone,negative
It meets my basic needs.,neutral
phone lags hangs lots of issues better to go for some other phone,negative
finger print sometime it's didn't work bcoz of that side button overall superb,positive
decent mobile,positive
all is well,positive
the camera quality is bad,negative
the charge is very slow with the 18w charger is not good and black colour is better than blue,negative
Build quality is moderate.,neutral
the box had a dent at one corner the box even looks old but the product was sealed,negative
Build quality is moderate.,neutral
not good,negative
very good battery backup is very nice,positive
everything is good,positive
excellent mobile just loved features,positive
Installation was easy.,neutral
Packaging was decent.,neutral
1 back is plastic which get heat fast while charging2 sound is not good 3 just one plus logo but featured like redmi4 screen is good,negative
budget phone with good configuration,positive
The display is fine.,neutral
all good,positive
overall performance is good,positive
Average performance.,neutral
battery backup was good mind blowing purchase,positive
nice colour,positive
this phone shows 4gb ram but its not working as 4gb it is hanged and auto recording not working and performance is very bad,negative
very disappointed duplicate camera too white diswas in love with mi phones but this 10prime lost my trust in mimi note 4 is better then 10 prime waste of money,negative
lost my phone dt 21 05 22,negative
it is very nice phone excellent performance and battery life and picture quality is very good but it's processor is sometime weak,positive
good phone under 15000 budget,positive
ok but i have redmi note 7 pro but not equivalent to redmi's camera,negative
the features are great,positive
bad please don't take the mobile from amazon the set online is set to be bad then they don't return it the return policy is only the return window,negative
at least all are good but once problem that's 4k 2160p video working slow,positive
processor batery backup very good camera is normal,positive
Feels okay to hold.,neutral
fingerprint reader is so fast and perfect working,positive
bought it for my father during the diwali sale in november 2021 the experience has been smooth and there have been no hardware or software issues with the phone highly recommended for people who want a samsung phone under 15k specifically,positive
for name sake we can use this mobile,positive
i like the extra ram 4gb in this phone 128 gb internal memory 8bg 4gb ramalso camera and battery is too good,positive
price attractive but not satitisfied mi note pro 9 is better,neutral
sound quality is very bad hangs frequently even after replacing the mobile the issue persists,negative
ok ok we can get better in this amount,positive
i like the camera quality in day not in night,positive
if you want to play pubg then buy this phone it doesn't have gyroscope sensor and screen display is low camera is worst never expected this from redmi battery is just for saying 5000 mah but its not that up to,negative
the phone hangs up but the camara keeps hanging for 5 min until it finally opens up and you have to be quick to get to the camera and then wait for it to open up and then you can see it,negative
It does what it's supposed to.,neutral
i totally disike the phone this is a very slow phone picture quality is not that good i got it at 10000 only but the quality is just 5000 worthy,negative
i was using vivo y21 this is 70 times better than that some features i still don't know,positive
1 awesome mobile in regard to battery life internal storage no hangings 2 this is my 2nd mobile from samsung 3 i don't like service centre in our local area because they failed repaire my earlier mobile,positive
No complaints till now.,neutral
Received the product on time.,neutral
Build quality is moderate.,neutral
less performance,negative
The phone works as expected.,neutral
Performance is satisfactory.,neutral
sound poor quality rest of the things good,negative
bad phone,negative
Battery life is neither good nor bad.,neutral
hang problem with in a week better go for higher end or any other company mobiles,negative
Looks are simple.,neutral
this phone have new processor which provides your smooth gaming and performance but is sustain ane day but one problem that the phone have not the expected camera this is fantastic product in the low cost amount,positive
it's wonderful one suggestion please provide hands free and mobile cover along with it it's great if u can,positive
all over good then camera,positive
very slow operation camara is totally wast it's good quality go for mi 9 note pro or max not why this mobil is slow due to mediatek processer i guess,negative
camera quality is sooo poor dont buy,negative
a good product worth it for cost,positive
Build quality is moderate.,neutral
It does what it's supposed to.,neutral
It does what it's supposed to.,neutral
"Just started using it, will update later.",neutral
good one,positive
battery is gooddisplay is not that good,negative
pros display is very good touch sensitivity works so good camera quality is good cons charging takes too much time phone gets heat when using it for a long time overall not so good but not very bad,positive
No major issues so far.,neutral
the battery is being consumed real fast even if you are not doing any kind of heavy task like gaming or something that's the only bad point i noticed so far other things are working just fine,negative
good material quality camera is not too gud fi gerprint reader is too much fast overall good quality using from last 6 months,positive
there is no automatic call recording start we can custom recording by selection number or not in contact lists if recording start it will say call recording started it can heard both said so i will give ratings very less only one star we need to,negative
sometimes hanged,negative
"Nothing special, just a regular phone.",neutral
good experience,positive
the camera is very poor sensor not properly working ram rom good mobile body is very poor quality 25k loss of money,negative
don't buy this phone waste of money fingers print not working for charging it will take more than 2 5 hours they cheated their customer don't buy this phone highly recommend,negative
The device is okay for daily use.,neutral
Average performance.,neutral
Battery life is neither good nor bad.,neutral
not good,negative
the phone also has no money but is a good phone,positive
it's terrible there are so many bad mobile phones out there i'm trying to get rid of my old one i thought i would get a good one it's a bad one the camera is terrible it',negative
very bad product lot of things to improve display gets enterupted all the time,negative
hi,positive
Received the product on time.,neutral
Speaker output is normal.,neutral
outstanding performance,positive
dirtiest phone it is not receiving network signals not able make and receive calls since 15 days in a metro city waste of money,negative
not like call system not like record system,negative
great experience display awesome 90hz work really good overall i am satisfied with this phone,positive
Packaging was decent.,neutral
overall its good but it gets really hot while playing games and charging it's charger gets really hot too otherwise its really good 4 out of 5 stars,positive
The phone works as expected.,neutral
bad phone,negative
do not buyhave not kept the promiseissues with battery does not charge with fast charging takes around 2 3 hours display does not seems to be of 120hz issues with the mic from the very beginning issues with,negative
i have been using this phone for 6 months now and i like this product and camera performance is average battery performance is good screen and build quality is good we can use google camera for good image processing as alternative for back camera,positive
pros 5g 2bands 128gb onlycons slow charging display poor camera heating issues more than z6 finally not worth money in this mobile,negative
except for the good camera quality at this price range this phone packs better features like long lasting battery best quality display g88 processor is also good no lagging yet from the date i purchased the phone if someone looking to buy mid budget,positive
a to z,positive
the worst product i've so far i purchased it just because of the brand but it was a mistake for me and i will remember it forever the camera is just sooo bad i have photos from 2011 clicked on my,negative
Feels okay to hold.,neutral
Packaging was decent.,neutral
It does what it's supposed to.,neutral
screen defective product after some days miner problem then these days are encrease day by day screen problem are big problem in my mobile,negative
No major issues so far.,neutral
audio quality best,positive
not good,negative
display not working within 5 months of purchase,negative
touch is very slow with a mobile hand coming back to the camera over and over again it's like they are trying to barrow money from the people,negative
No complaints till now.,neutral
overall happy with the producti choose this as my secondary phone i looked at the market for following things1 fast charging archiviatoarchiviato dall'url originalitransition to 28 hour battery life 2 on screen finger print,positive
It does what it's supposed to.,neutral
i got this phone just as a backup phone used since last 10 days here are the pros and conspros good battery life and fast charger charges at real fast look and feel of the blue color is good other,positive
display is good battery life is super,positive
speaker volume is low even when full you have to concentrate on hearing it heats up while charging,negative
camera quality is worst gets blur picture with rear camera battery is decent but it's not upto 25k 12k is okay for this plastic bag even features are less in comparison to real me,negative
worst,negative
replace my phone,negative
Speaker output is normal.,neutral
looking good,positive
best phone at this price,positive
The display is fine.,neutral
this retailer can and should be trusted not a scam delivery was on time and product was genuine and delivered safely everything's fine,positive
best mobile phone it's look is awesome,positive
ui needs to be improved and overall it's a good phone,positive
Looks are simple.,neutral
very nice when it comes to buying a phone for a beginner or for someone in your family who wants an upgrade best in its range,positive
Build quality is moderate.,neutral
The device is okay for daily use.,neutral
Speaker output is normal.,neutral
shocked to see that amazon has given a refurbished phone during the festive sale although i had ordered a new one the display was not working properly and when i visited redmi service center they refused to service it as it was a refurbished phone delivered,negative
the product is very good,positive
The display is fine.,neutral
touch quality not bad need better qualityapart from that everything ok,neutral
the phone is bulky battery life and touch are excellent there is no indisplay fingerprint scanner,positive
totally loss of money,negative
Battery life is neither good nor bad.,neutral
bakwash totally money west,positive
good build quality decent look,positive
good looking but slow phone calls does not appear on screen fast response time is too low as thought it shall be,negative
this phone is seriously a budget under this price by one plus brand,positive
Feels okay to hold.,neutral
camers was not to good battery was so good dislpay was amazing clearityworth for money under 13k,negative
Installation was easy.,neutral
worst mobile from redmi cheap quality camera bought this mobile price at10k please don't buy this mobile we will get good mobile with this price in other brands,negative
The device is okay for daily use.,neutral
simply they are making frad with a name of 50 mp cemera it is not working only,negative
i dislike that it's display always go blanke hope amazon tell me solution,negative
"Just started using it, will update later.",neutral
superb quality of camera,positive
It meets my basic needs.,neutral
Build quality is moderate.,neutral
ir blaster is not in this phone and calibration sensor isn't working it is bad for me,negative
i really like this phone in the range of 16 000 but there is a one thing that i don't like and its a camera camera quality is worst if you want to buy a good camera phone then don't,negative
Average performance.,neutral
charging speed is not enough,negative
nice phone same as shown in picture,positive
a very light wire is not as satisfying as a chinese wire and the privacy of unpacking the box is poor,negative
really very very bad camera i think the camera is not 50mp don't buy please go for alternative in this range,negative
bed camra quality,positive
good product in lower price,positive
such a beautiful design honestly it meets my desire to get a best mobile storage capacity battery life processor and oppo is famous for its camera and picture quality all are at the top level best deal for me,positive
the camera is not like 64 mp samsung camera it seems like 32 mp ar less it doesn't have samsung quality otherwise it is all okay but don't go for camera phone you may regret,negative
i like this mobile,positive
camera quality is not good else phone is ok don't buy if u r looking for photos n cameras writing review after 2 months,negative
battery life is goodbut camera video quality is not good,negative
 battery life camera quality very good very worthy product,positive
 like a gold,positive
like this phone,positive
everything,positive
overall good but not very good it's mobiles,neutral
 quality,positive
i like you your phone,positive
Looks are simple.,neutral
mobile 1 is very bad people are saying that make an app that has a policy for them to have i don't think i have ever seen camera quality like that,negative
lcd screen in 12500 which era are you living realme chhaga phone,negative
don't buy this phone camera quality is very poor third class phone waste of money,negative
at this price what more you can expect,neutral
Installation was easy.,neutral
looking good sleekish nice camera worth buying it but battery is getting low as compare to samsung m31 otherwise overall good,positive
worst product dont waste your money,negative
phone is good camera quality is average,neutral
best product colour and not built in this phone have alexa but display very nice sir,positive
happy to receive my package in a go,positive
i'm not a redmi user i bought this for my father and he loves it although it felt the device is running slow but after doing all the system and app updates it started working fine hopefully i won't have to replace it,positive
not value for money,negative
speed very hanging issues,negative
the phone is really good camera is good gaming performance is good battery life is good etc must go for it,positive
Speaker output is normal.,neutral
excellent product,positive
i have got what i wanted to get huge memory and very good battery life,positive
the camera is very poor,negative
if you want to waste your money then purchase it it's display literally deserves only 1 star,negative
family,positive
touch quality is very slow,negative
it's better than my honor 9 lite camera is good too only 13 megapixel back and front both bad camera redmi 10 primevery bad phone in the price range,negative
"Just started using it, will update later.",neutral
the battery is ok ok the quality of the camera is very poor i had a moto one fusion which i bought for 16k which had better battery and an awesome camera,negative
its just 1 week from the date of purchaseobservationspros 1 good battery 24 hours with heavy usage 2 fast enough for most apps 3 head phone missing now a days thats the norm looks like,positive
very poor quality after 15 to 20 days its hanging also the touch problem don't buy,negative
purchased in apr month heating issue finger print not working go with another model instead of this,negative
using not satisfied with myself mute and very many notification don't go for oppo h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h,negative
camera quality may be increased in this range,positive
i bought this mobile 1 month before but do not know why mobile hangs frequently i do not have any gaming app and just used 25 14 5 gb of storage every time i have to,negative
one of the best mid budget phone i gifted to my mother and guess what she is totally impressed with the phone thanks to redmi,positive
overall features of this phone is dumb,negative
it's very slow mobile less than 3 months it's working process,negative
all features are so good but camera is very poor,negative
finger print not working properly some time camera quality average battery life is good,neutral
this is really a good phone and easy to handle the front and back cameras are very good too,positive
No complaints till now.,neutral
i like more features but sometimes it will hang the phone apps and some glitch,negative
Looks are simple.,neutral
it's charger not working i have taken the phone 5 days ago and there is headset also you have mention headset,negative
No major issues so far.,neutral
i bought the mobile for my father and he's loving it,positive
sell phone not working properly,negative
the battery charging is not available,negative
old features with new name camera quality is very bad,negative
waste china mobile,negative
No major issues so far.,neutral
it says 680 chips etc but device has 665 chipset after 1 day i came to know dual app is not working and second space is not available in my model,negative
only battery is good voice sound call quality is very low,positive
no good,negative
sim insert pin is not in the box,negative
using this mob for month and the experience is good feels premium back looks very premium camera quality is great worth for 25 k battery life is excellent daily only need to charge for 25 to 30 mins,positive
Installation was easy.,neutral
i love this products,positive
It does what it's supposed to.,neutral
Build quality is moderate.,neutral
good feel,positive
the camera is not good but except that everything is exceptionally built,negative
this one is damn good for the camera display multimedia battery and performance which no other phones among the 12k 14k range can provide that were released recently,positive
not happy but this price avg mob my opinion,negative
so slow mobile,negative
no call recording not usefull,negative
always network issues,negative
The display is fine.,neutral
great phone,positive
don't copy,negative
please think before purchasing my purchase turned into a nightmare i avoided all the other companies and chose samsung expecting it to be worth the money and a quality product but i after a month of purchase i felt i was cheated because suddenly the left side,negative
best phone in this price range 11990 ram 6gb storage 128 gb i tink it's best for students for online classes and so on,positive
hopeless products not satisfied having problems in a year not recommended i want to change my phone it is in warranty you can let me know not happy,negative
Installation was easy.,neutral
phone process is very slow compare to other phone,negative
Build quality is moderate.,neutral
look and colour good,positive
best buy under 10 000 3 camera setup with finger print reader battery life of 2 days on normal usage,positive
hanging problems,negative
so bhai log 2 months use karne ke baad yeh review de raha hu overall best smartphone from oneplus best in camera best in battery best in display best in processor best budget range smartphone,positive
No complaints till now.,neutral
good thanks amazon,positive
The phone works as expected.,neutral
the touch is not functioning properly also mobile hangs while playing bgmi pubg sometimes the game automatically closes if i turn the gaming mode on,negative
nice product as well as packaging,positive
Looks are simple.,neutral
Installation was easy.,neutral
i like him,positive
first of all the camera is absolute trash i don't know if it's the software or the lens but this camera doesn't even perform against a 2 year old redmi note otherwise the mobile is good great haptics,negative
amejig,positive
No complaints till now.,neutral
Feels okay to hold.,neutral
camera quality is low,negative
product is ok but double check the icici discount faq before purchasing,positive
Packaging was decent.,neutral
beautiful mobile,positive
not good,negative
The device is okay for daily use.,neutral
good review,positive
overheating while using battery very poor it does even work whole day after full charging dont see finger touch screen touch is good recommend don't buy,negative
photos are good picture quality is okay and face recognition is good battery is okay and phone is fine storage is very nice,positive
all specifications are oknice phonescreen are very vibrant and full brightenbattery life 24hr or abovecamera are also good,positive
not satisfied with this mobile it keeps on hanging ram 6 gb but not satisfied,negative
missing headphones back over,negative
Packaging was decent.,neutral
this mobile is overheated when charged,negative
excellent phone but it's not with clean oxygen os and still i don't know how many 5g bands it has biggest issue is that google dialer,negative
it is a nice phone for moderate user in the price point battery life is good last 1 5 days to 2 days back camera is good the front camera is the the best and the picture quality is really nice i,positive
very bad phone ease dont buy,negative
Camera quality is acceptable.,neutral
Performance is satisfactory.,neutral
It meets my basic needs.,neutral
It meets my basic needs.,neutral
not good camera,negative
battery lift and fingerprint reader is good but camera quality is worst i never suggest to anyone to buy this device on the behalf of it's camera,negative
Camera quality is acceptable.,neutral
nicely perfect,positive
dont buy vivo z6 5g mobile not working properly very slow running,negative
rahul singh,positive
Camera quality is acceptable.,neutral
dear teamjust three days before i received redmi 9 mobilebut after three days i realised its not up to remarks i need a fast and smooth phone so finally i decided i invest some more money and may be afterwards u can provide me fast mobile,negative
nice phone quality,positive
sound is not that much high didn't meet the expectations like low volume less sound while loud speaker on low sound for music etc sound quality is not good,negative
slow speed,negative
mobile was heating after connected the charger,negative
Battery life is neither good nor bad.,neutral
good product value for money,positive
camera quality not acceptable,negative
very nice and value for money,positive
the phone is good and handy but the camera is worst my old huawei 13mp camera was much better than this redmi note 11 50mp camera,negative
i am using iqoo z5 since september 2021 and that's why i suggested my family member to buy the z6 one indeed a perfect mobile,positive
very good mobile,positive
The phone works as expected.,neutral
worst camera quality compared to any other phone in this price range have lot of scope to improve camera performance via update,negative
a good smart phone with all the features i have been expecting delivery is quick and we got the product early,positive
bad,negative
i like it,positive
amount not converted to no emi cost,negative
superb product by oneplus in this price range,positive
good but not completely satisfied with the product the camera works slowly sometimes the mobile gets struck,positive
supeeer,positive
Speaker output is normal.,neutral
it's not been a month and i don't know why i feel a lumb back of my phone and slight bend could it be battery swelling up,negative
all over ok looking good battery is good but camera quality is very poor i'm not satisfied,negative
Looks are simple.,neutral
very poor camera quality too much hanging in the end it makes us feel bad,negative
don't buy this mobile you will get better mobile for this price with better features don't regret after buying i returned this mobile,negative
after 15 days it became garbage don t go for it touch not working suddenly bad experience for me as first time one customer i spent 2000 rupees and 3 day time to visit often services,negative
everything is good but battery drained so early and phone is get heat very fast,positive
Packaging was decent.,neutral
real cell is nice comfort from low price,positive
Packaging was decent.,neutral
"Nothing special, just a regular phone.",neutral
battery life is not good new phone already hanged so waste of money,negative
hanging problem,negative
It meets my basic needs.,neutral
everything about it is good loved it,positive
"Just started using it, will update later.",neutral
product not good,negative
nice mobile with good features,positive
mobile processor is very bad,negative
phone is good but camera quality is average,negative
It meets my basic needs.,neutral
Speaker output is normal.,neutral
screen quantity not batter and bettery backup 8 hours only camera quality very poor,negative
the built quality is no good the phone got automatically bent after use of 6 months and after service center visit they said that it not genuine products and all,negative
great phone value for money true value,positive
It does what it's supposed to.,neutral
locking nicc battery perform good camera not best okkk,neutral
charger is very slow speakers also not upto mark,negative
Battery life is neither good nor bad.,neutral
don't buy this phone lots of issues no customer support really disappointed,negative
Average performance.,neutral
crash mobile,negative
"Nothing special, just a regular phone.",neutral
redmi 10 prime is superb battery back up superb camera quality awesome overall superb phone,positive
if you are looking to buy it or just by saying 28 gb storage then it's not worth it because the camera quality found in phones for 7k to 8k or 9k let's go for a good camera,negative
Camera quality is acceptable.,neutral
good battery life worth for the price,positive
camera quality very bad,negative
the product is good for the price range 4gb for 9k is a good option i suggest you to go for this option better look and better functions good quality to use,positive
great battery life smooth gaming performance camera is average,positive
good product worth the price,positive
Feels okay to hold.,neutral
hear phone and gorilla glass not receved in this box,negative
only issue with the phone is the camera very bad camera quality,negative
display clarity is the best feature camera is good sound is great only the back panel attracts lot of finger print smudges if you watch movies alot on mobile this one will give a supreme experience,positive
camera is pathetic battery is fine as we do for every new phone,negative
camara quality good,positive
please don't buy this phone this phone is such a waste of money i bought this phone 1 month ago and i am not satisfied with this phone at all,negative
Received the product on time.,neutral
fast charging is not visible,negative
mobile hanging after 10 days don't buy,negative
average phonegood,positive
No complaints till now.,neutral
No major issues so far.,neutral
it was good before the recent update and the day i updated it the user experience is dulled and i hate to say this but i m disappointed with the software but overall mobile is good and worth the money,negative
waste of money,negative
nice decent 5g mobile with good specifications,positive
good phone look like i phone good battery backup camera good,positive
not good but for this price it is just satisfactory,neutral
dont think much it's good for daily use no lag issue good to hold not the best but good camera if this is 20k it would be the best,positive
cemara and fingerprint not good,negative
Speaker output is normal.,neutral
The device is okay for daily use.,neutral
Looks are simple.,neutral
good product value for money worth buying,positive
Feels okay to hold.,neutral
the piece is defective and replacement required,negative
very weird phone of xiomi charging sometimes happening sometimes not happening and while calling them again and again they just telling that they will resolve my phone is in service center since a month don't buy this worst phone of x,negative
battery life is very good camera quality is not very good but it is adjustable and the fingerprint reader is also very good but the bad thing is there is a lots of hanging issue i hope next time samsung gives better phone in this price,negative
fanstatic phone go ahead,positive
the redmi 10 prime phone is very good and the finger print is very fast and the battery life is not good,positive
No complaints till now.,neutral
amazing features,positive
It does what it's supposed to.,neutral
finger print is good not excellent and battery is work 1 5 day camera is good but according to price this products is good,positive
this phone purchased in last one month camera touch sensor and some basic usage were fair performance one things is performed were hangout in frequently it should be better in next updation,neutral
amazing phone i would rank it the best overall phone experience the pros are obviously known to everyone the 90hz display is great the touch feel is literally like butter cameras are great amazon prime runs in hd so widewine,positive
It does what it's supposed to.,neutral
it is overall good but the back cover is missing,positive
have issue with audio audio is low comparing to other phones but remaining features are good,negative
very good phone in this price,positive
Average performance.,neutral
Feels okay to hold.,neutral
software problem,negative
expected more speed in operation but disappointed,negative
"Nothing special, just a regular phone.",neutral
it is a very good mobile for regular use it has a 4230mah battery which can give a day and more battery life if it is fully charged it's eye protection is too good camera is in my satisfaction,positive
low cost product gud,positive
dislike the item mobile opportunity a31 so good on p p o k n a l e,negative
supar,positive
too bad,negative
all fine speaker could be better sleek and handy phone,negative
excellent quality,positive
Performance is satisfactory.,neutral
camera quality is bad other tan battery life and display are good not bad,negative
Packaging was decent.,neutral
nice products oppo a31,positive
"Just started using it, will update later.",neutral
but lack of front camera it should be 13mp,negative
it has heating issue while charging,negative
sound is very less,negative
It does what it's supposed to.,neutral
a good mobile phone according to its cost good battery life ram and appearance worth it,positive
Packaging was decent.,neutral
tempered not received with the box not so good performance campare than vivo u10,negative
the phone is very hang and some application doesn't work properly pls don't buy this if you are try to return it will having lots of stages and procedures the performance of this phone is very bad redmi provide 4,negative
phone sound and it's get hanged,negative
excellent phone,positive
Build quality is moderate.,neutral
"Nothing special, just a regular phone.",neutral
The device is okay for daily use.,neutral
It does what it's supposed to.,neutral
It does what it's supposed to.,neutral
not as good as the previous oneplus models,negative
very nice phone value for moneythis deal is possible only at amazonthankyou for the great deal wow wow,positive
looking so good and battery life is fine camera is so good display looking very big in short affordable price for good phone,positive
it's smooth for everyday use,positive
simply amazing the battery backup is excellent the fast charging is also good and the camera is nice overall very good thank you,positive
it is as expected,positive
waste mobile,negative
The display is fine.,neutral
was expecting better performance as phone hangs and has many bugs as it reebots automatically to mi screen and repeats in every 1minute,negative
Packaging was decent.,neutral
didn't satisfied with battery life,negative
carmera is the worst one,negative
instead of buying china phone i purchased this one not even 15 days phone hanging and horrible slow i am seriously disappointed with this phone if amazon can replace any other brand i am very appreciate,negative
the phone is defective trying to return and buy a new one but no one has came to pick it up yet i've been waiting since last month but nothing came up im tired of calling and complaining about the product,negative
worth buy,positive
Feels okay to hold.,neutral
Packaging was decent.,neutral
The display is fine.,neutral
battery life and touch not working properly,negative
defective product sent when i click to open an app it opens another pathetic,negative
the redmi 10 prime is a good budget phone it's looks are very gorgeous but some where in battery and front camera is not very good but in the budget it's a good phone,positive
nicely packed and delivered on time,positive
good product at this range,positive
Installation was easy.,neutral
it's ok but after 6 months its started problem its totally stop after mi service center get you bad services,negative
nice mobile and looking smart to see and also features are very good for this phone nice colour and less weight,positive
nice mobile,positive
mob color is vibrant but it hang easily i am not happy with this product,negative
suddenly battery draning 98 0 in one secondworst phone experience miui 13 has lots to erros or bugs too much mi inbuilt apps of no usages this apps runs in background collecting data after 2 3,negative
the picture quality is not too good,negative
i bought this mobile on 18 jan and on 26 jan today it started showing lines in display when we click on power button till yesterday am able to return but now that option not applicable i made a wrong decision of,negative
Installation was easy.,neutral
overall phone is very good just camera is average choose nord 2 if you want to buy for camera,positive
device closed suddenly not opening even after reboot shocked able to answer incoming calls only this happened in 11 days of purchase very disappointed with functioning of the phone visited mi service center in madhapur on,negative
perfect phone,positive
The phone works as expected.,neutral
good fone,positive
looks good battery is good camera is most worse need to work on camera overall 3 5 out of 5,positive
average mobile worst camera,negative
"Nothing special, just a regular phone.",neutral
i am not received my gift with my delivery item,negative
Battery life is neither good nor bad.,neutral
first week only worked currently the mobile not working how to return or replace,negative
average camera quality is not so good about battery life is okay ultimately not it's not up to the mark,neutral
phone is good but apex legend doesn't work properly fps goes down and game shuts fps flacution should be solved all over phone is good,negative
very bad after 3 months ic and ip damage software problem,negative
no disliking,neutral
Feels okay to hold.,neutral
bad experience touch not working don't the buy phone,negative
its just a bunch of waste it hangs a lot camera is the worst would return if possible but no luck,negative
overall performance too bad camera quality is very poor dont buy,negative
Received the product on time.,neutral
the camera could have been placed in a safer zone like the note 4 my previous mobile,negative
first time i bought a samsung device and first time my new mobile feels like an old one very laggy in 15000 i was not expecting super fast mobile but not super slow too,negative
mobile heating issue,negative
everything is good but the phone gets heated even in normal use that literally frustrated me coz you know it's a gaming phone so it's should not get using simple apps but games work fine and phone gets little heated while playing pubg and lot,negative
Average performance.,neutral
everything is best,positive
since it's an electronic device it's better to write down in systemic manner pros easy ui with smooth performance up to moderate usage slim design with quite the catchy look finger print sensor and face recognition is better,positive
processors very bad was not expected from redmi highly disappointing clicked on amazon app from redmi 9 and my old motorola phone via 2 5 ghz internet redmi 9 takes very long as compared to moto,negative
touch system not working,negative
bad,negative
Speaker output is normal.,neutral
"Just started using it, will update later.",neutral
The display is fine.,neutral
the phone design is quite good i bought the bahamas blue variant which i feel very attractive the display is very smooth as it supports 90 hz screen refresh rate in display colours are vibrant the best one in this price range,positive
Build quality is moderate.,neutral
for anyone looking for a non gaming phone then this has to be the best in this price segment one of its most important features is its massive 6000mah battery which makes it a truly 2day phone without any battery saver and,positive
Packaging was decent.,neutral
battery not good,negative
phone budget 9000 fingerprint sensor faster battery life good camera quality average display clarity for video average,positive
Camera quality is acceptable.,neutral
No complaints till now.,neutral
why there is no headphones with this phone normally all phones have headphones while online delivery this is the worst experience,negative
good user experience,positive
Battery life is neither good nor bad.,neutral
the phone is not as good as the realme in this price range it gets heated and the camera is not very good,negative
the performance is very bad it lags when i open the camera during online class i don't recommend to buy this phone,negative
decent battery life and performance camera quality is average nice design good quality display but photos are soft,positive
looking nice,positive
this phone is worst plz don't buy this product camera quality no good very slow in process no exchange option only replacement option,negative
front camera quality not good,negative
Performance is satisfactory.,neutral
No complaints till now.,neutral
everything working well so far satisifed,positive
big camera quality,positive
Feels okay to hold.,neutral
battery life not upto the mark,negative
camera quality is very poor not worthy 16k rupee,negative
amazon is selling fake products my phone software got corrupted in less than one month mi products are worth this can't be their case its amazon who has listed fake vendors i will never use amazon in life,negative
it's kind of okay for the price cones with a lot of bloatware which you can't uninstall and makes your experience bad,negative
i am purchasing on october 2021 but i am facing network problem,negative
Received the product on time.,neutral
veer good,positive
small sound,neutral
nice budget phone finger print reader position is odd takes time to adjust,positive
Feels okay to hold.,neutral
The display is fine.,neutral
charging period is during time,negative
first of all thanks amazon for delivery on time it's very good mobile in this price range i purchased the item for my brother and he is very happy,positive
what a battery android 9 seriously the latest is android 11 no graphic in pubg it lags like you are just stuck in timeloop hangs very much and your music will irritate you like nothing,negative
camera quality is bad and the fingerprint reader does not operate properly,negative
Packaging was decent.,neutral
mobile display middle side blue line show,neutral
display was good and less weight with no heating issue,positive
super phone in affordable price,positive
The device is okay for daily use.,neutral
Camera quality is acceptable.,neutral
just superb very handy and full of features with good value for money recommend to go for it guysszz love it,positive
it's good,positive
Looks are simple.,neutral
decent phone for normal use good for connectivity as mobile internet speed reached almost 11 mb s if you need a dedicated phone for gaming or for photography then look out for the alternatives,positive
phone hangs a lot sometimes problem with touch which was resolved after a restart not worth buying,negative
It meets my basic needs.,neutral
very boring phone,negative
the mobile does not work at all issues within less than a month,negative
this phone is strictly for a normal user with light gaming like candy crush kind of games person my review after a week's use1 display 4 5 full hd amoled display with 90hz is the cherry,positive
great buy,positive
the camera reminded me of vga camera phones the software can't take much load ig just shuts down when i try to edit a reel the phone literally just cracked when it fell from the bed with its hard cover on the battery,negative
screen display is not good and having vibration issues,negative
The device is okay for daily use.,neutral
quality is good value for money camera is ok,positive
very nyc phone buy at 10999,positive
The device is okay for daily use.,neutral
chinese mobile screen hangs alot,negative
No complaints till now.,neutral
No complaints till now.,neutral
value of money,positive
colour,neutral
No major issues so far.,neutral
Camera quality is acceptable.,neutral
all good,positive
No complaints till now.,neutral
i purchased but calling speaker is worst my voice is not going to other person who calling to me,negative
i'm using this phone since one month from the date of delivery it works good in my hands camera battery backup and duel speakers quality is good thank you amazon i'm happy with your product,positive
