comment_copy,final_sentiment
camera quality questions matters kindly check once if you're planning to purchase this product with corresponding camera made in india,neutral
super camera 1st image from selffi camera and aecond from rear camera superb phon in this budget thnx amazon i purchase phon for my mom and she became happy camera 4 5battery 5,positive
this was delivered without any invoice or bill this product seems to be refurbished and having very poor quality i have to return this product to amazon not expected i will be delivered this kind of poor quality product from reputed amazon,negative
all time hang and reboot auto off,negative
best android phone is affordable price amazon serving is top class exchange service is awesome and no any silly question ask while mobile replace and is very smooth process must buy everything from amazon only,positive
just one word pathetic i am regretting after buying this product please please please don't buy this phone the camera quality is disgusting it doesn't have the policy of return refund i am,negative
5mp selfie camera you can't expect a good photo but it gives decent photo and overall worth for money no back cover first they used to give sound display are ossmm face lock finger lock are good,positive
the only drawback is i cannot connect my phone's internet to any of my pc's or laptops the hotspot of this phone is not visible in any pc,negative
the box arrived in excellent condition 2 days delivery with amazon prime,positive
i liked this phone very much it is budget friendly provides good battery backup display quality is also good but it's camera is not upto the mark if you want to click some good pictures then you should not go for this product otherwise,positive
amazing phone under 10k best budget smartphone phone under 10k,positive
if you want to play pubg then buy this phone it doesn't have gyroscope sensor and screen display is low camera is worst never expected this from redmi battery is just for saying 5000 mah but its not that up to,negative
once you navigate from the call screen to other apps it will not be possible to return to the screen,negative
too big in size looks feels odd when attending call from this for camera touch response screen quality like to give 1 star for this quality of thing 4000 should be a genuine price,negative
disappointed with this product of xiaomi redmi it seems compony wants to just huge benifit of their fam without focusing about quality without thinking of xiaomi fans processor is bad camera is bad screen quality also not good i didn',negative
it was good initially but later on it is not detecting signals and after connecting to wifi also it shows network error message phone hangs too much and some times upper touch won't work properly,negative
the phone is awesome the battery life is also good the only thing is the camera front camera is good but the back camera is bit bad not that much but yes it's definitely not worth it if you want it for photography rest is awesome,positive
nice mobile but after update automatically switch off and on if you are with someone then once remove sim card and turn on again it will be fine otherwise nice mobile but delivery man is very rude just like so busy,positive
please do not but this phone trust me there are way better options in this price,negative
good for the price we pay a bit laggy but can't expect more for 10 grand,positive
i have ordered this mobile it doesn't detect 5g wifi net work i called the amazon and replaced but the replaced one also same problem so i have returned the item the latest mobile which cannot detect the 5g wifi its really,negative
according to it's price it's a good choicebattery optimization is pretty good but doesn't have a typse c fast charging so takes longer to charge screen quality is also justifiable in this rangea little unhappy with the camera qualitycolors are,negative
the product is good i know that the amazon gives only good product to customers i gifted to my grandma this mobile they felt very happy everything is good,positive
from outside it looks good but it doesn't work properly gets hanged while in call and not even able to disconnect the calls,negative
i'm sorry but the prime is a very bad mobiletotal wastage of money please do not buy it also does not support 128 mb micro sd card,negative
fingerprint reader is good battery life is all right and the selfie camera quality is not so good but the back camera is good the selfi camera when i was click some selfies but this is blur this is my argue,negative
within one month find my device is not working properly and i was forced to factory reset and smart messing it needs to be improved both the issues not because of the device because of the miui operating system that need to be rectified,negative
nfc is not available as per spec this mobile is not like mi brand difficult to operate getting disappointed from mi brand i'm surprised how it got 4 rating,negative
i bought this mobile 1 month before but do not know why mobile hangs frequently i do not have any gaming app and just used 25 14 5 gb of storage every time i have to,negative
the blue color of the phone looks very bad the black color is nice,negative
phone is excellent but in this price camera is very bad please if you want good pics then don't buy this mobile spend little bit more and buy good mobile,negative
review after 4 months of usage like design build up quality battery backup charging speed dislike weight of the handset night time the picture quality of camera is so so even using special night mode,positive
,neutral
the product was not up to the expectation and a lot of ad pop everywhere even in the lock screen i requested for return but amazon person agrees for the replacement one week back however after that no actin till now very very bad experience,negative
i dislike this purchase not worth display and touch rhythm technically failed model,negative
i informed that the product was gifted to senior citizen and it came without earphones pls note this and send the earphones they will be very satisfied if you provide it tq,positive
nice phone in this budget although in the back side they've shown 3 cameras flash but in the actual there are 2 cameras and 1 dummy they should've provided type c charger point instead of b type display size is,negative
overall the product is good back is awesome camera is medium not so good battery life is good not bad the fingerprint and facelock is nice liked it buy it is good i think you should buy it,positive
suggest warranty apply stepshow i apply warranty on phone call it's continuing echoing while talking over the call and on the other side it is also hang plese suggest me how i apply warranty as it's have 1 year warranty,negative
i bought this phone but from day one it has problems while playing video it will have glitches in everything so got it exchanged the exchanhed one has the same problem this one is slower and has even more problems the keypad doesn't,negative
company has given 7 days replacement on this phone just after 7 days of delivery display of the phone has blank phone delivered on 28 jan and the issue come on 06 feb very poor,negative
don't expect more it's just a budget friendly phone made for minimal uses or home uses my kid has a broken my phone and suddenly i go for it without any doubt because its bellow 10000,negative
i get it 8999 only and its good phone in this range 4gb ram and 128 gb rom but camera is not good camera like feture phone battery 3 1 2,negative
nice features in affordable price must go for it there is no screen gaurd and back cover in the box they must include it with accessories,positive
good smartphone with good battery life for normal usage battery lasts upto 2days camera quality is average other specifications are good in this price range,positive
i'm writing this after using redmi 9 for 6 months it's a nice mobile economically i was looking for a mobile under a budget of 10 000 and this one was a good buy i',positive
phone is good and battery back up also very good but the charging time to 100 takes more time around 3 hrs no rapid fast charging,positive
quality is not as good slowness is the main problem also unable to buy another by replacing redmi 9 model not listed in replacement section now happy with redmi 9,negative
it is just value for money good looking phone in very excellent condition delivered on time and all the functions are ok go for it you will not find the phone in market on same price thanks amazon,positive
nice phone with good performance i feel good about the same i bought this for my colleague and it is doing great,positive
its our 6th redmi phone in the last 1 5 years from daughter to grand mother every one uses redmi all are happy with the devices,positive
,positive
it's an average product camera works good in sunlight but not in low light otherwise phone's performance is good,neutral
mobile purchased on 17th oct 20 but display loosen from phone on 27th nov 20 bonding failure with display and phone approached to mi service centre due to warranty but service team ask rs,negative
very good mobile at reasonable price everything okay as per description,positive
awesome for the price good phone overall amazon is way ahead of other services since i tried to place order last month on different app but they could not deliver even after 4 weeks,positive
i like the product for myself but the original good quality plastic cover is not found with the product as was delivered to other customers so i request you to please send me original plastic cover for redme purchased by me,positive
camera quality is average ram and rom excellent battery quality is good overall the mobile is good enough,positive
mobile quality is not upto mark as compare to its price,negative
camera quality is below average this phone will not support 5ghz band,negative
mobile is very good look is also pretty and light weighted this mobile price is worth comparing other this is best one choice of 10000 rs camera quality is also good but according to me this should be little more better and,positive
expecting 5g mobile phone by redmi in june this year i thought that spending money now would ultimately result in wastage of money if i have to exchange later or sooner with forthcoming 5g mobile hence postponment,negative
i have facing issue with redmi 9 active its not good product i think all the inside the parts are duplicate because no limits to hung am so upset to this we have formatted many time but still not working properly amazon team pls take,negative
i think i have received a defective piece as there is some problem in screen and battery whereas no complaints comes in readme phones but zero percent satisfied with this phone,negative
i got it at 8500 and as per price it is gooddisplay is greatcamera is not too goodbattery is great,positive
no complaints it worths for what we pay after all card offers its good for elder people or normal usage,positive
i liked the phone as i purchased it for my husband and he has very extensive usage and he has a need of phone with long battery though it's camera is not satisfying but it's ok for him other features are gud,positive
it is prominent difficult to dial contacts from phone book as it automatically jumps to the next contact in the list,positive
good phone in budgeted price only camera quality need to improve battery backup is good this is not 5g phone,positive
,neutral
i have ordered yesterday and received same day everything is better than expectation hopefully it will be the best mobile in this price thanks redmi n amazon,positive
the front camera is not that good other than that everything is working good i got my phone delivered in 3 days,negative
hi all it's a awesome mobile thanks to redmi and amazon,positive
the phone lags for its price point i will suggest to add a little more money and get a better one,negative
i like the unique colour of the phone's back i am enjoying ipl in it without any problem the battery is quite good,positive
even if the mobile data is off the advertisement does the same thing and if the data is on then more comes and can't do any other work in mobile please solve this issue and tell me how to stop addvertisement,negative
i am fully not satisfied with this phone because 1 at first camera is very poor quality no clarity 2 touch screen is not good3 battery drains in12 to 14 hrs4 and finger print is good but,negative
sound quality during call is a big let down can completely avoid and search for better alternative camera quality also low,negative
first time i received second hand mobile and after that i raise request to replace mobile but amazon not accept replace the mobile only for doing reboot the mobile,negative
display is very good quality on this pricebattry is averagecamera is disappointingmeno leg issue no heating problemvery good for normal usageno fast chargingno type conly two camera's on thair,neutral
phone starts hanging within a week touch is very bad it looks like used one no where it is mentioned that it's redmi 9 only or redme9 active phone description shows redmi 9 only i feel cheated,negative
,neutral
the product is good but the youtube app and screen saver are not working properly,positive
1 often apps do not open apps properly get black screen 2 speakers sound is not up to mark 3 notification light is not available,negative
phone is good in this price point but charging time charger is very heat and it take very long time to charging camera is not good and if phone use more than 45 60minute phone is heat overall in this price phone,positive
camera quality is not good the problem of hanging and sound quality is also very low not recommended to buy,negative
i got it for rs 8890 on 24 june 21a budget smartphone with good performance and nice battery backup4 64 5000 mah android v10thank amazon and seller,positive
touch response is good nice camera battery doesn't work like 5000mah,positive
best mobile i had everything hand free mode but can not find who connected through hotspot,positive
good in 10 000 rupees camera picture quality is ok 128 gb storage is high point of the mobile,positive
there is no other phone at this price which is as good as this phone but only problem is that its camera quality is of little low and in youtube you can't experience 1080 p quality the max for this phone,positive
,neutral
got it at an offer great quality and back colour was also good initially it was heating soon but after updating it was normal,positive
perfect product for your mom or dad who uses it only for whatsapp and youtube battery life is good stands for 1 5 days camera gives vga quality but that's ok considering the price battery heats up if you views videos,positive
it is a good product under 10k processor is little bit slow but all ovr conducive product color is unique,positive
after 2 years it got busted looks like very dangerous product since i have raised a complaint over customer support and email but no response from them very very worst customer support even no one responding the complaint very disappointed with redmi product,negative
everything is best in this mobile for full charge taking less time to charge full camera quality is very best fast response while using finger print,positive
worst experience never buy zoom gets disconnected several times you tube gets disconnected several times also video play with lag i m ready to sell at 50 on second day of buy never buy,negative
it's an average phone battery doesn't lasts long and camera is just ok i'm giving this review after 4 months of usage yes for the price it's ok,neutral
the imei numbers in the mobile are not valid i tried to sell this on exchange basis the imei nos in this set are quoted invalid in amazon i request you to replace this mobile with a mobile having valid imei numbers,negative
this is a good low budget phone but after a heavy work ui gets a 1sec delay this device is only for simple works the camera quality is very poor sound quality is bad,positive
,neutral
a decent phone for it's price not for gaming but good for normal uses i wish the camera could be little better,positive
the team colour of this phone is not as per the displayed picture colour it's totally different you had mentioned sporty orange n in reality it's dark orange also quality of camera pictures are worst then a normal,negative
i love it very nice phone good finger print good battery backup good camera quality,positive
pls don't buy this phone phone quality is very bad camera also not good sound quality is very very bad don't waste money to buy this phone i suggest everyone buy redmi 9 prime don't buy,negative
this smart phone i m using more than 1year it s very good and no hanging with lot of photos in it and using with n number of apps still now running smoothly without any hang 2day batter life,positive
defective product sent when i click to open an app it opens another pathetic,negative
,neutral
it's not worthy for mecamera quality is poorlacking many timetaking big time to openfingerprint is not working,negative
totally not satisfied with the camera rather increasing price more than rs 1000 otherwise ok,negative
it's amazing and pocket friendly i brought this phone for my father and my mother in law the quality is really good and also it's comes with 4gb ram that's a advantage really like this one,positive
finger print reader very nicely working battery life good camera quality average below expected,positive
writing the review after using the product for 15 days battery life is good camera is good but mobile speaker is not functioning properly audio clarity is not good,negative
actually this phone that i ordered from amazon was very much liked by my aunt i would recommend this phone to all of you please take it seriously thank you amazon,positive
overall mobile is good but sound quality is poor when in transit its difficult to hear the phone ring,positive
good value for money mobile,positive
good budget phone with good features nothing extraordinary but the camera is insanely poor,positive
i think the value for money phone especially the redmi 9 if you think about the phone in 10k range i suggest you the redmi 9 this phone has good looking phone battery life is to long and display quality feel better than another phone,positive
very bad product i have accepted the product with broken seal from one side when i told to refund it that time amazon member told that we can'tdon't buy this productand amazon helpers also not understand customer problemaccording to them customer money is,negative
value for money only thing it has a tag image of china which is disgusting because the country does not have transparency,negative
i click the pics and i feel after see pics i go back to 2007 08i request to amazon please don't sell this type of phoneyou are a big platform for faith of products qualityso please don't,negative
redmi phones are always best,positive
good for the price nothing can complained as of now as it is just two days since i start using it,positive
it's not suitable for current generation users good android battery life was worth and no other special features,negative
the phone is picking up 3g 4g signal data is working fine but not able to do calls from phone,negative
my redmi phone'stouch and display not working i gave complaint to amzon customer service but no response i need replace facility it delivered on 7 th october replace facility is available upto 14 th october but no,negative
overall it's nice but display quality was a lil cheap and camera as well apart from dat everything is ok in this price suits to ppl those who uses less like only for kids games rhymes calls chat social media that,positive
camera is goodfingerprint is not working properlyhanging many timesnot worth at all,negative
,neutral
overall the redmi note 9 is a good option for the price range no back cover case is available in the box as they should be for redmi phones,positive
charger gets heated very much while charging mobile qlso gets heated when surfing net,negative
,positive
i am happy with the service of amazon love you amazon and this phone is so good there is no heating issue and other problem i am enjoying this phone,positive
allover phone is good you can go for it if you're looking under 10000 but you have to sacrifice with the camara quality camara quality is not so much good as i expected from redmi,negative
overall its good but it gets really hot while playing games and charging it's charger gets really hot too otherwise its really good 4 out of 5 stars,positive
everything is fine by going to the site typing yourself into the district site or sitting down on the chrome browser to go to any other site and then stopping when it doesn't stop and then waiting a few minutes before working again,positive
smart features m using mi since 2017 and that one was around 10 k when i bought and never disappointed with its features it's still so fast so decided to buy phone of mi only for my mom thanks,positive
for the price it's ok good for kids for online classes don't expect much from the device,positive
the computer doesn't work it's a bit slow the camera quality is just ok on the other hand the battery life is great and all the necessary features are good i think it's a good deal considering the price,positive
no indicator light sim automatically out giving network issue all time,negative
it is one of the best in helping me in making content of tik tok it is better than double apple iphone xxxs max pro,positive
device closed suddenly not opening even after reboot shocked able to answer incoming calls only this happened in 11 days of purchase very disappointed with functioning of the phone visited mi service center in madhapur on,negative
all are good except it's display resolution,positive
the adopter is not quick charging it took more time as usual moreover the warranty card and user manual is not enclosed in the box,negative
one of the worst experience device automatically switches off every 2 sec with error message find device unexpectedly,negative
it's seem like a china mobile very bad product ui is very bad,negative
camera quality is very poor its 48 megapixel but picture quality is like 1 mega pixel contact is crashing not syncing with g mail suddenly the tocrh gets on automaticallynot good quality product,negative
nice product worked out very well and the usability is quite great definitely worth buying,positive
such a worst phone ever j seen 2nd time i am replacing in amazon the same issue persists phone keeps restarting while doing initial configures performance was too bad very slow please don't buy this model,negative
good product for this price can be play heavy games and multi tasking camera ok not beast battery best for 1 5 days full charge 2 hrs no fast charge,positive
shocked to see that amazon has given a refurbished phone during the festive sale although i had ordered a new one the display was not working properly and when i visited redmi service center they refused to service it as it was a refurbished phone delivered,negative
selfie camera is poor as i was using mi note 4 previously same rating camera but picture performance is poor even i had captured photo form both phone and while comparing note 4 camera was having great quality,negative
big display average camera for normal users good battery life for two days large ram and larg storage well play games below 200mb totally satisfied guranted,positive
i had purchased this phone 1 month back the phone is not working well if we open utube it's showing 2 windows and also green color is coming instead of videos and contact details are not coming properly very bad phone,negative
worthy budget phone with suitable features handy easy to use,positive
while being on video call if you see any video or you get a call in between suddenly the volume decrease a lot and then you have to disconnect the call and call back again,negative
quality is lost mi mobiles lost the qualities no only cheap china,negative
not a handy device camera is average not my expectations network also 4g only performance normal battery is good no tpu case inside the box,negative
hilarious back button works after just 15 days and fone is hanging display goes white,negative
great budget phone display 4 5 display 4 5 camera 4 5 battery 5 5overall a nice phone in this range display is big so viewing experience is great,positive
,neutral
very bad product don't buy it amazon in is not replacing the mobile 0 rating for redmi 9 as well amazon i have attached phone doctor test for given mobile phone it is not working as expected mic and speaker,negative
storage is good at this rate but other features lack like split screen one hand mode etc also as per my experience mobile heats and hangs a lil bit also sound is not clear very low sound,negative
good for elder peoplecas its slow processor wisecamera is just ok,positive
the battery is too good and it is comfortable feel in hands fingerprint sensor take a little bit time go access but not bad camera is so awesome all about i liked it i suggest you that you can buy if you are mi lover,positive
battery works well though this phone isn't for genz i bought this for my dad so he's happy with that cause he doesn't have much to do with it,positive
excellent performance and configuration,positive
it's camera quality not good looking nice battery life not good i am submitting reviews after 1 year,negative
it's not working properly sometimes breaking voice could not move quickly from one application to other application it stucks most of the times old chargers were sent what else to say it's not worth to buy return period,negative
it is very problematic in redmi mobile handset that when particular call doesn't reach desired number at that moment it connects to other number automatically,negative
if you decided to buy a red mi mobile i don't suggest to buy this product you buy note series,negative
worth the deal and impressive phone in this range less than 9k,positive
terrible issue with battery it immediately drops down after full charge without even using it it's exactly happening on the 6th month of the purchase and the warranty also available for 6 months only i need a warranty for this,negative
in the long run its not for multitasking not a performance oriented phone i have been using it for last 1 year,negative
please go for realme c3 don't go for this phone as realme c3 is with g70 at same price and very good camera quality as compared to this phone which has g35 processor which is quite laggy sometimes you,negative
everything working well so far satisifed,positive
,neutral
the phone is not worth it is getting really slow in just a month after purchase which is not acceptable camera quality is very poor i would not recommend anyone to buy this product,negative
overall it is good but i don't like the three things in it 1 only 2 4 ghz wifi support 2 no game mode split screen etc features 3 micro usb,positive
overall price wise good but audio during any calls with or without wifi even in wa duo calls vanishes for 10s at every instance,positive
reminderfor missing charger in boxproduct fine we use regularlyi have old charger but where is new,negative
getting hang and facing problem with touch,negative
phone features and theme is not attractive,negative
with this price it does not have compass to navigate which makes some apps unable to use like sky watch so disappointing even smart phone which cost around rs 6000 does have it,negative
but overall happy with the performance if you are looking for a mid range phone than this will be the best choice for same,positive
the camera quality is too bad like 2mp nokia at 10konly 4 128 is the main point for this phone but over all normal for normal daily useage,negative
it is a good product overall but its camera is not too good but otherwise it is awsm no jelly cover is there,positive
it's a good product in this price range,positive
i found the front camera is defective photos were taken through the front camera are blurs and the quality is so bad i purchased three mobile previously but this one is so bad so returning it,negative
the phone is worth buying and we can have all features in low price i liked it and suggest to buy this product as it is worth of buying but one disadvantage in redmi phones is it will get heated faster,positive
this phone battery life is better but camera is quiet bad i can't support the camera and volume is also quiet bad but the volume is not bad that much than camera but gaming experience is good,negative
the box had a dent at one corner the box even looks old but the product was sealed,negative
after using 15 days i gave review 1 camera very very worst2 processing slow3 battery life ok,negative
very poor quality mobile image and vedio quality very low don't buy this product,negative
better at this price no issues so far,positive
when your mobile in dark mode display color disturb when it is in your pocket,negative
for daily use it is ok battery runs easily for 2days camera is average phone is little bit heavy,positive
the camera really sucked on this one although being a budget phone the battery life is pretty good and the look is ok definitely recommend if you're on a tight budget cheerio,negative
the phone is very good at what it's worth,positive
wifi gets disconnected all the time you have off the wifi and put on again for wifi to work happens every 20 mins,negative
i accepted c pin charger as it is available everywhere else every thing is ok,positive
this is a value to money product you can buy this product in a 10 off offer,positive
problem with finger print reader problem with voice clarity and sometimes it's gone in like mute mode in calling time not satisfied,negative
a very good buy especially under exchange,positive
at this price range it's an okayish type of mobile type c port would have been a good thing good for elderly people,neutral
the ram management is pretty good the major problem with this redmi 9 is the camera quality the photos are getting blurred when u check for detailing i hope redmi can improve the camera quality in its budget oriented phones,negative
next day of product received my mobile is become blank screen after removed sim and placed again only i can use the mobile sir for necessary purpose only v buying mobile but next day it's happening means what to do,negative
the sound is not as expectedlooks wise goodworth for the price,positive
it is not up to the mark its just like a scam worst camera worst performance and everything is just like a sugar candy without any essence it is mobile but u will not get that experience for what you are buying it,negative
processors very bad was not expected from redmi highly disappointing clicked on amazon app from redmi 9 and my old motorola phone via 2 5 ghz internet redmi 9 takes very long as compared to moto,negative
dont but this phone display quality is very bad invest 1000 rupees extra and buy redmi 9 prime this phone is not actual redmi 9 but it is redmi 9c released as redmi 9 in india it,negative
i am redmi user from long time but don't buy this product camera quality is really poor they are just using tricks to sell this kind of items amazon is not taking this phone back in any situation so don't go,negative
for average user this phone is very good,positive
it's not fast charging it takes too long for 100 charging touch sense is not good i am going to replace it or get back i was using redmi y2 which i bought back with this redmi 9,negative
,positive
best phone for mid gamer and for selfie lover it not at much what u want in your photo processor at good level touchscreen response great after 1 month heavy use recommend to if your budget under 10k,positive
no fast support and hanging mobile,negative
received a defective product packaging was not proper phone doesn't start when it is powered on nor does it start when it is plugged in for charging have asked for replacement but it is still not cleared when i would receive the product totally,negative
side button is not working properly and even sound quality is low out going calls as well as incoming calls,negative
budget friendly great configuration gets heated up a little on excessive usage but remember it's budget must buy mobile if one goes with 10k as the ceiling,positive
very bad camera quality though ram is 4gb but performance of asus zenfone max pro m1 is too good 3gb ram battery backup is not too good very bad picture quality during video call not satisfied,negative
,neutral
camera quality is poor who want to take mobile with good camera pls do not go with redmi9,negative
good product in this price range,positive
good but not fulfilled my expectations,positive
the phone is good but not for rough use this is a heat issue the product is good as the price range but if you have little bit more then buy another one,positive
this phone is worthless prosuct of mi the compass is not in this phone when i installed compass app then app told me your phone has no magnetic support,negative
no support for 5hz wifi no type c usb charging very slow,negative
the phone looks good and is slim to get a grip on however the volume isn't the best could do better camera quality is ok,positive
this phone is not upgraded in terms of latest network requirements it does not support jio 5ghz wifi it still have older wifi connector that doesn't support 802 11 ac,negative
good mobile under 9k very good battery life i am using this phone for 4 months now as of now it's pretty going good mi warranty is trust worthy too so go for it,positive
pathetic experience phone stopped responding after 10 days mi support is not good do not recommend this phone,negative
phone budget 9000 fingerprint sensor faster battery life good camera quality average display clarity for video average,positive
i bought this mobile on 26 03 21 within a month mobile not working means it's not getting switch on itself only 25 days is the lifetime for this mobile don't know how this mobile was,negative
sound is not that much high didn't meet the expectations like low volume less sound while loud speaker on low sound for music etc sound quality is not good,negative
don t buy this product image quality is below average comparing with the specification useless camera and there is no return policy and replacing with same mobile is big headache don t buy this mobile,negative
may be packed with headphones and tampered glasses now a days all phones are coming with super speed charges why not redmi 9active,negative
only a few days used so far so good no complain whatsoever so far as usual assured and prompt delivery by amazon,positive
i was a xiaomi fan but this redmi 9 is not worth the money because of camera quality some good points are battery life 4gb ram and 64 gb internal which u will get in other phones in this price range,negative
my product does not support the network i registered the complaint and amazon technician scrutinized and informed us they will change the product within 3days we are waiting to get new one,negative
just got it i shall post reviews pretty soon by the way we are already redmi familiar fans,positive
i received a  mi 9 from amazon no issues with the phone works well long battery life even with gps and net on as i had to buy this phone in emergency replacement for my old phone worth for the price,positive
product is good if you are using like ruf n tuf good battery backups satisfied recommended,positive
best phone i love this phone also splashproof it is because i spilled water accidently in this phone but it was still working it was before 2 weeks,positive
all that you need at a price range of 5k to 10kroutine configuration and tech spcs of this price rangenothing much special,neutral
i ordered two phones one was camera issue and other one screen flickering both are manufacturing defect don't waste money on this phone,negative
fingerprint works fine after almost a month of usage there is no visible lag storage is more than enough but you can add memory card too camera is not that great but still this is one of the best phone in this price range,positive
1 camera is good quality 2 fingers lock working good 3 face lock is very nice if you set face lock in normal conditions and after getting makeup then face lock identify your face 4 phone backup is good battery 5,positive
right the camera isn't anything special,neutral
very bad phone it's very slow dial contact search is very slow i can't imagine such slowness in 4gb ram phone i don't recommend to buy anyone in 9k even camera quality is bad,negative
this mobile is quite sufficient for my needs expectations,positive
i should not happy for this product because display many times lighting should be black and no oppression of that time so i hope that product should be replaced as early as possible,negative
this phone is nyc with good camera quality fingerprint sensor and good battery lyf but i usually recieved the problem in phone calls as i my voice is not clr to other persn and even sometime i even can't here the other,negative
fingerprint sensor of this mobile is not of that great timing it usually take 3 5 sec in comparison to my mobile but overall from performance to gaming level i liked it thank you redmi for such a mobile,positive
fingerprint sensor not that fastcamera quality is still negoitable keeping in mind the price battery life is quite good display is moderate not a good gaming mobile,negative
don't have a fast charger it's takes time to charge not given back covercamera is not so good,negative
battery display size performance all are good for the price range camera quality ok,positive
best phone under 9k,positive
battery life is good finger print and face unlock is fine only camera is very bad like a old chinese phone camera no picture clarity,negative
good slim stylish phone battery backup is very good,positive
a decent phone does its job just fine not suitable for young people as we tend to use phones with multiple facilities i bought this for my mother who uses it for youtube videos whatsapp messages and calls and sometimes clicking photos,positive
nice phone battery life good rear camera picture quality quite good good phone in the range of 8 to 9 thousand i have baught 15 days before and no issue,positive
it's a good phone budget friendly but the only draw back is the poor camera quality other than that it's fine,positive
product is okay okay can be use for general purpose only,positive
,positive
this phone is very good only one thing that i give it 4 srtar that it contains only one camera instead in his product photo they show that they contain 3 cameras otherwise it's a good product,positive
worst phone almost everything sucks worst camera doesn't connect to 5g wifi performance is also slow and the make and build is very cheap it is very heavy as well,negative
the battery is very good in this phone camera is simply worst than a keypad mobiles those who don t need camera quality this phone will be the best choice,negative
camera quality is good but features are little less than samsung m31 super handy light weight easy to carry been using redmi phones since 2014 hence most of the features are same,negative
battery supercamra extentdesign amezinglook niceall proform superb,positive
this phone is the worst it has no app running west of money brother i would say that no one should take this phone because it keeps on running and running and then it shuts off and now it is running slow,negative
good phonegood batterygood camera all over good,positive
well i checked the camera first and it is very disappointing but it's a birthday gift for my dad so can't request replacement very low quality camera even in a room full of lights,negative
nice one in low budget,positive
money waste product camera quality is worst do not go for it if you are looking for a better camera quality and does not have return option i want to replace it with another model but it does not,negative
just bought a mobile last month and within 20 days of purchasing it has charging port problem the battery does not goes above 20 even when the charging port is replaced in mi service center 5 days ago it became worse,negative
this product is a hang product no replacement no refund no return,negative
we didn't receive any add on service like the back case of the phone we really regret this as we compared with other phones in same brand or the other brand they all receive mostly both back case and tempered glass if possible you may send,negative
,neutral
it's overall ok i'm using this model for last one year sometimes it hangs even after having 70 free space and this problem start from early months fingerprint sensor camera overall ok but not wow,neutral
totaly waste of money not working properly camera quality is null also finger sensor is waste and phone got hang on call even on second day of purchase,negative
company cheated and earn money through the sale offer and giving second hand phone at the cost of new one very bad experience think again before buying any xiaomi products,negative
poor battery life first day of usage itself i charged it 100 percent but in under 5 min drops to 98 lack of 5 ghz in wifi is a definite turn off of course bad display resolution,negative
dislike hang mobile very slow net very slow,negative
worst experience personally i don t like this product because of pricing issue now we got,negative
bought for dad and he really liked it thanks amazon and xiaomi,positive
mobile back cover is not in the box and offline price are low 8200 rs,negative
without any tension you can buy redmi 9it's one of the best phone by xiaomiprocessor battery camera are the perfect in such an affordable price,positive
usually redmi used to provide silicon cases but now we lack those and the camera quality not upto the mark,negative
it has low volume when you talk on speaker phone camera is not at all as expected battery lasts for only oneday but remaing things or features are the best,negative
value for money product heating issue while charging,positive
touch is not responsive totally cheap mobile my mistake to buy this cheap mobile,negative
for this price it's ok the battery should have been a little better the camera is not that great either,positive
as promised the ir blaster was not added and usb type c wasn't there and as a consumer it was a disappointing one and a 9k product doesn't have these features was disappointing one try poco c3 atleast it,negative
mobile was used for few hours and it got dead mobile make few noice and got sum colour lines on screen and switched off latest mobile with old type charging cable n cord,negative
dont purchase this product replacement is available if there is technical issue otherwise we can't change it after check the product if you are not satisfied there is no option available,negative
nice phone at this budget no issues found so far especially no heating issue working smoothly good battery lifecamera quality up to the mark good as expected,positive
does the work camera could have been a little better and charging takes all the time in the world,negative
third class product hanging issue,negative
my first mob from amazon having very bad experience as it's just like local market product having camera worst blurry images even in the sunlight display is poorest picture quality dull and no refund option worst and last shopping from,negative
camera quality is too bad micro usb charging no panorama mode no remote sensor no loud audio microphone,negative
the backpouch was missing in the package charge cable has drastically reduced it's length better mi should provide longer charger cable rest all good with this product,positive
best price for a simple use,positive
worst product ever worst camera worst sound and speaker worst display just worst never buy,negative
i've been using this phone for about 6 months and it's awesome i don't need to charge repeatedly once charged completely i charge the next day camera is okay too according to price overall i like the performance,positive
i am still suffering for replacement this malfunctioning device unfortunately i am not getting any prompt support as they are assigned mobile inspection team twice from punjab and my address is in kerala really fed up,negative
i bought a mobile oct 2020 now aug 2021 is really good woking fingerprint is good battery nice camera good working i love my redmi 9,positive
just 8500rs more ahead,positive
superb phone at a very economical price,positive
camera quality is below expectation and avg there will surely be better options in this range ppl don't buy this one if the main reason for purchase is camera plz,negative
the phone is very good the battery life i use to play the game all day it takes 10 to 12hours to discharge it's fingerprint reader is also good but it's camera quality is not good,positive
bought for my mother and it's super useful best budget under 10k phone worth the buy since it's useful for my mom,positive
